log_radon,floor,log_u,county
1.4350845252893225,0,0.16586183575526953,MARTIN
1.0296194171811583,0,-0.418053510614464,RAMSEY
0.26236426446749106,0,-0.418053510614464,RAMSEY
1.2809338454620642,0,-0.418053510614464,RAMSEY
1.7227665977411035,0,-0.418053510614464,RAMSEY
1.7227665977411035,0,-0.418053510614464,RAMSEY
0.26236426446749106,0,-0.418053510614464,RAMSEY
1.6094379124341003,0,-0.418053510614464,RAMSEY
1.410986973710262,0,-0.418053510614464,RAMSEY
1.2809338454620642,0,-0.418053510614464,RAMSEY
0.9555114450274363,0,-0.418053510614464,RAMSEY
0.26236426446749106,0,-0.418053510614464,RAMSEY
1.0296194171811583,0,-0.418053510614464,RAMSEY
0.5877866649021191,0,-0.418053510614464,RAMSEY
1.1631508098056809,0,-0.418053510614464,RAMSEY
-0.22314355131420985,0,-0.418053510614464,RAMSEY
0.09531017980432493,0,-0.418053510614464,RAMSEY
0.6931471805599453,0,0.36632225859009826,REDWOOD
1.3609765531356006,0,0.36632225859009826,REDWOOD
2.1972245773362196,0,0.36632225859009826,REDWOOD
2.0149030205422647,0,0.36632225859009826,REDWOOD
1.8082887711792655,0,0.3805779766002149,RENVILLE
1.667706820558076,0,-0.418053510614464,RAMSEY
1.840549633397487,0,-0.418053510614464,RAMSEY
2.163323025660538,0,-0.418053510614464,RAMSEY
1.4586150226995167,0,-0.418053510614464,RAMSEY
1.7749523509116736,0,-0.07402766768590431,PENNINGTON
1.4350845252893225,0,-0.16329216954729414,PINE
1.0647107369924282,0,-0.16329216954729414,PINE
0.6931471805599453,0,-0.16329216954729414,PINE
0.26236426446749106,0,-0.16329216954729414,PINE
0.47000362924573563,0,-0.16329216954729414,PINE
2.2512917986064953,0,0.4786040394649064,PIPESTONE
0.5877866649021191,0,0.4786040394649064,PIPESTONE
2.501435951739211,0,0.4786040394649064,PIPESTONE
1.9459101490553132,0,0.2661110825236379,POLK
0.7884573603642703,0,0.3805779766002149,RENVILLE
2.272125885509337,0,0.2661110825236379,POLK
1.252762968495368,0,0.2811482736007839,POPE
1.9315214116032136,0,-0.418053510614464,RAMSEY
1.308332819650179,0,-0.418053510614464,RAMSEY
0.8329091229351041,0,-0.418053510614464,RAMSEY
0.9932517730102834,0,-0.418053510614464,RAMSEY
0.7884573603642703,0,-0.418053510614464,RAMSEY
1.9600947840472698,0,-0.418053510614464,RAMSEY
0.26236426446749106,0,-0.418053510614464,RAMSEY
1.3609765531356006,0,-0.418053510614464,RAMSEY
1.2809338454620642,0,-0.418053510614464,RAMSEY
1.3609765531356006,0,0.2811482736007839,POPE
2.282382385676526,0,0.19314609287710252,RICE
1.8718021769015913,0,0.19314609287710252,RICE
1.5475625087160128,0,0.19314609287710252,RICE
1.1939224684724346,0,-0.6834364823767883,SHERBURNE
0.9555114450274363,0,-0.6834364823767883,SHERBURNE
1.0647107369924282,0,-0.6834364823767883,SHERBURNE
1.1631508098056809,0,-0.6834364823767883,SHERBURNE
0.5306282510621705,0,-0.6834364823767883,SHERBURNE
1.5686159179138452,0,-0.6834364823767883,SHERBURNE
1.410986973710262,0,0.23721212323308002,SIBLEY
1.62924053973028,0,0.23721212323308002,SIBLEY
0.47000362924573563,0,0.23721212323308002,SIBLEY
1.5892352051165808,0,0.23721212323308002,SIBLEY
0.8754687373538999,0,-0.6834364823767883,SHERBURNE
-0.10536051565782628,0,-0.47467371715050316,ST LOUIS
0.8754687373538999,0,-0.47467371715050316,ST LOUIS
1.5475625087160128,0,-0.47467371715050316,ST LOUIS
2.4069451083182885,0,-0.47467371715050316,ST LOUIS
2.70805020110221,0,-0.47467371715050316,ST LOUIS
2.163323025660538,0,-0.47467371715050316,ST LOUIS
1.5260563034950492,0,-0.47467371715050316,ST LOUIS
0.47000362924573563,0,-0.47467371715050316,ST LOUIS
1.3862943611198906,0,-0.47467371715050316,ST LOUIS
